date,product_id,product_name,shop_id,platform,category,listed_price,discount_percentage,price_after_discount,rating,review_count,shop_rating,is_campaign_day,is_q4_sale,quantity_sold,revenue
2022-01-25,P0089,RAM Corsair 32GB DDR5,S018,Shopee,Linh kiện PC,11412289.0,0.11,10156937.0,3.8,2732,4.1,False,False,82,832868834.0
2022-01-25,P0162,Xiaomi Band 8 Pro,S018,Shopee,Thiết bị đeo,2501866.0,0.2,2001493.0,3.7,2190,4.6,False,False,163,326243359.0
2022-01-25,P0039,Oppo Reno11 Trắng 1TB,S020,Lazada,Điện thoại,24113707.0,0.32,16397321.0,3.9,197,4.7,False,False,68,1115017828.0
2022-01-25,P0120,HP Envy x360 Xanh 1TB,S022,Shopee,Laptop,41904501.0,0.2,33523601.0,3.8,4851,4.4,False,False,54,1810274454.0
2022-01-25,P0019,Samsung Galaxy Watch 6,S025,Tiki,Thiết bị đeo,15259154.0,0.1,13733239.0,4.5,69,4.3,False,False,89,1222258271.0
2022-01-25,P0032,RAM Corsair 32GB DDR5,S029,Shopee,Linh kiện PC,2299309.0,0.01,2276316.0,3.7,2790,4.2,False,False,67,152513172.0
2022-01-25,P0168,Samsung S24 Ultra Xanh 512GB,S042,TiktokShop,Điện thoại,24580543.0,0.24,18681213.0,4.0,35,4.8,False,False,97,1812077661.0
2022-01-26,P0025,Lenovo Legion 5i Trắng 256GB,S005,Tiki,Laptop,48948785.0,0.2,39159028.0,4.0,4049,4.1,False,False,26,1018134728.0
2022-01-26,P0135,HP Envy x360 Xanh 1TB,S012,TiktokShop,Laptop,26388928.0,0.03,25597260.0,3.8,240,4.7,False,False,51,1305460260.0
2022-01-26,P0069,Oppo Reno11 Bạc 128GB,S013,TiktokShop,Điện thoại,21105051.0,0.06,19838748.0,3.9,70,4.1,False,False,42,833227416.0
2022-01-26,P0157,Apple Watch Ultra 2,S013,Tiki,Thiết bị đeo,2792194.0,0.05,2652584.0,3.5,3168,4.0,False,False,46,122018864.0
2022-01-26,P0118,Sạc Anker 65W,S016,TiktokShop,Phụ kiện,6180189.0,0.35,4017123.0,4.1,407,4.9,False,False,708,2844123084.0
2022-01-26,P0015,Garmin Fenix 7,S019,TiktokShop,Thiết bị đeo,11507363.0,0.32,7825007.0,4.7,1110,4.2,False,False,298,2331852086.0
2022-01-26,P0038,RAM Corsair 32GB DDR5,S019,TiktokShop,Linh kiện PC,8474365.0,0.12,7457441.0,4.3,230,4.2,False,False,107,797946187.0
2022-01-26,P0088,VGA RTX 4070 Super,S021,Lazada,Linh kiện PC,14184151.0,0.35,9219698.0,4.0,4484,4.7,False,False,150,1382954700.0
2022-01-26,P0154,RAM Corsair 32GB DDR5,S021,TiktokShop,Linh kiện PC,11858739.0,0.07,11028627.0,3.6,3412,4.2,False,False,89,981547803.0
2022-01-26,P0061,Mainboard Asus ROG Z790,S023,Lazada,Linh kiện PC,2810507.0,0.11,2501351.0,4.0,1596,4.4,False,False,75,187601325.0
2022-01-26,P0062,Samsung S24 Ultra Bạc 256GB,S023,TiktokShop,Điện thoại,30387818.0,0.18,24918011.0,4.2,4882,4.8,False,False,112,2790817232.0
2022-01-26,P0147,Asus ROG Zephyrus G16 Xanh 512GB,S030,Lazada,Laptop,46617274.0,0.1,41955547.0,4.7,4987,4.9,False,False,71,2978843837.0
2022-01-26,P0071,Loa Bluetooth JBL Charge 5,S033,TiktokShop,Phụ kiện,3550684.0,0.2,2840547.0,4.9,1873,4.4,False,False,749,2127569703.0
2022-01-26,P0167,CPU Intel Core i7-14700K,S043,Tiki,Linh kiện PC,8709008.0,0.36,5573765.0,4.2,112,4.7,False,False,80,445901200.0
2022-01-26,P0015,Garmin Fenix 7,S045,TiktokShop,Thiết bị đeo,11273485.0,0.29,8004174.0,3.6,1532,4.3,False,False,178,1424742972.0
2022-01-26,P0050,Apple Watch Ultra 2,S045,Lazada,Thiết bị đeo,3655377.0,0.29,2595318.0,4.5,831,4.4,False,False,213,552802734.0
2022-01-26,P0154,RAM Corsair 32GB DDR5,S047,TiktokShop,Linh kiện PC,12093420.0,0.28,8707262.0,4.4,2999,4.8,False,False,225,1959133950.0
2022-01-26,P0190,Lenovo Legion 5i Trắng 256GB,S047,Shopee,Laptop,39248970.0,0.09,35716563.0,4.2,4265,4.7,False,False,71,2535875973.0
2022-01-26,P0033,Sạc Anker 65W,S050,Lazada,Phụ kiện,5472476.0,0.23,4213807.0,4.1,4166,4.4,False,False,330,1390556310.0
2022-01-27,P0038,RAM Corsair 32GB DDR5,S007,Shopee,Linh kiện PC,9072460.0,0.39,5534201.0,3.7,1806,4.7,False,False,160,885472160.0
2022-01-27,P0093,Oppo Reno11 Đen 256GB,S010,Tiki,Điện thoại,25764081.0,0.11,22930032.0,4.3,4052,4.2,False,False,36,825481152.0
2022-01-27,P0063,Samsung Galaxy Watch 6,S015,Shopee,Thiết bị đeo,19649106.0,0.09,17880686.0,4.2,1025,4.8,False,False,222,3969512292.0
2022-01-27,P0159,RAM Corsair 32GB DDR5,S019,Lazada,Linh kiện PC,2507169.0,0.09,2281524.0,4.1,4151,4.5,False,False,89,203055636.0
2022-01-27,P0144,VGA RTX 4070 Super,S024,Tiki,Linh kiện PC,14440257.0,0.11,12851829.0,3.6,3163,4.1,False,False,30,385554870.0
2022-01-27,P0027,Xiaomi 14 Xanh 128GB,S029,Shopee,Điện thoại,28523904.0,0.2,22819123.0,4.4,3472,4.2,False,False,84,1916806332.0
2022-01-27,P0177,Oppo Reno11 Xanh 128GB,S034,Shopee,Điện thoại,15546205.0,0.02,15235281.0,4.0,1755,4.9,False,False,79,1203587199.0
2022-01-27,P0150,Xiaomi 14 Trắng 256GB,S036,Lazada,Điện thoại,22741494.0,0.08,20922174.0,3.6,2993,4.8,False,False,57,1192563918.0
2022-01-27,P0084,Asus ROG Zephyrus G16 Đen 512GB,S038,TiktokShop,Laptop,22643258.0,0.07,21058230.0,3.8,670,4.7,False,False,68,1431959640.0
2022-01-27,P0151,SSD Samsung 990 Pro 2TB,S042,Shopee,Linh kiện PC,7319866.0,0.16,6148687.0,3.6,4309,4.4,False,False,97,596422639.0
2022-01-27,P0081,Tai nghe Sony WF-1000XM5,S049,Shopee,Phụ kiện,2409696.0,0.13,2096436.0,4.3,1080,4.9,False,False,470,985324920.0
2022-01-28,P0035,MacBook Pro 14 M3 Đen 512GB,S006,Lazada,Laptop,36175217.0,0.36,23152139.0,4.1,3024,4.3,False,False,64,1481736896.0
2022-01-28,P0082,Dell XPS 13 Đen 1TB,S008,Tiki,Laptop,53304393.0,0.01,52771349.0,3.7,4547,4.5,False,False,22,1160969678.0
2022-01-28,P0170,Pixel 8 Pro Đen 1TB,S008,Lazada,Điện thoại,20061320.0,0.25,15045990.0,4.6,4472,4.3,False,False,93,1399277070.0
2022-01-28,P0053,Lenovo Legion 5i Bạc 256GB,S017,Tiki,Laptop,44750409.0,0.24,34010311.0,4.4,2168,5.0,False,False,61,2074628971.0
2022-01-28,P0017,Lenovo Legion 5i Trắng 256GB,S029,Tiki,Laptop,49969050.0,0.25,37476788.0,5.0,130,4.5,False,False,41,1536548308.0
2022-01-28,P0133,VGA RTX 4070 Super,S030,Shopee,Linh kiện PC,7823813.0,0.01,7745575.0,3.5,4154,4.6,False,False,77,596409275.0
2022-01-28,P0140,Mainboard Asus ROG Z790,S035,TiktokShop,Linh kiện PC,1015545.0,0.18,832747.0,4.6,3109,4.7,False,False,221,184037087.0
2022-01-28,P0151,SSD Samsung 990 Pro 2TB,S038,Shopee,Linh kiện PC,7244453.0,0.23,5578229.0,4.4,4387,4.4,False,False,164,914829556.0
2022-01-28,P0090,Bàn phím Keychron Q1,S040,Shopee,Phụ kiện,6350093.0,0.09,5778585.0,3.6,4056,4.2,False,False,213,1230838605.0
2022-01-28,P0091,iPhone 15 Pro Đen 128GB,S041,Lazada,Điện thoại,27335282.0,0.03,26515224.0,4.2,756,4.2,False,False,44,1166669856.0
2022-01-28,P0052,Pixel 8 Pro Bạc 1TB,S043,Shopee,Điện thoại,28997109.0,0.4,17398265.0,3.8,4682,4.8,False,False,115,2000800475.0
2022-01-28,P0134,Samsung Galaxy Watch 6,S048,Lazada,Thiết bị đeo,11005073.0,0.19,8914109.0,4.6,4768,4.2,False,False,180,1604539620.0
2022-01-28,P0152,SSD Samsung 990 Pro 2TB,S048,Shopee,Linh kiện PC,2282540.0,0.01,2259715.0,3.8,552,4.2,False,False,69,155920335.0
2022-01-29,P0197,Pixel 8 Pro Trắng 512GB,S001,Lazada,Điện thoại,32212312.0,0.16,27058342.0,4.1,4502,4.9,False,False,74,2002317308.0
2022-01-29,P0091,iPhone 15 Pro Đen 128GB,S008,Tiki,Điện thoại,27752485.0,0.12,24422187.0,3.5,4952,4.8,False,False,35,854776545.0
2022-01-29,P0122,MacBook Pro 14 M3 Đen 512GB,S008,Tiki,Laptop,44968017.0,0.11,40021535.0,3.7,1231,4.8,False,False,29,1160624515.0
2022-01-29,P0043,RAM Corsair 32GB DDR5,S012,Tiki,Linh kiện PC,1139943.0,0.02,1117144.0,4.1,516,4.1,False,False,28,31280032.0
2022-01-29,P0031,Kính thực tế ảo Meta Quest 3,S018,Lazada,Thiết bị đeo,5056474.0,0.33,3387838.0,3.9,4810,4.4,False,False,161,545441918.0
2022-01-29,P0093,Oppo Reno11 Đen 256GB,S018,TiktokShop,Điện thoại,26873415.0,0.03,26067213.0,4.9,1163,4.3,False,False,78,2033242614.0
2022-01-29,P0171,Dell XPS 13 Bạc 128GB,S018,Lazada,Laptop,43766127.0,0.09,39827176.0,4.5,187,4.8,False,False,50,1991358800.0
2022-01-29,P0196,Samsung Galaxy Watch 6,S026,TiktokShop,Thiết bị đeo,13110802.0,0.16,11013074.0,3.7,575,4.7,False,False,215,2367810910.0
2022-01-29,P0128,Asus ROG Zephyrus G16 Đen 1TB,S027,TiktokShop,Laptop,29721042.0,0.2,23776834.0,4.3,2678,4.4,False,False,86,2044807724.0
2022-01-29,P0112,HP Envy x360 Đen 512GB,S036,Tiki,Laptop,34078570.0,0.18,27944427.0,3.9,4867,4.7,False,False,38,1061888226.0
2022-01-29,P0180,VGA RTX 4070 Super,S037,Lazada,Linh kiện PC,13188573.0,0.06,12397259.0,4.9,386,5.0,False,False,151,1871986109.0
2022-01-29,P0092,Dell XPS 13 Bạc 512GB,S040,Shopee,Laptop,30782563.0,0.13,26780830.0,4.6,2633,4.5,False,False,83,2222808890.0
2022-01-29,P0129,Xiaomi 14 Bạc 1TB,S041,Shopee,Điện thoại,29701583.0,0.35,19306029.0,4.7,2448,4.1,False,False,113,2181581277.0
2022-01-29,P0112,HP Envy x360 Đen 512GB,S044,TiktokShop,Laptop,33716625.0,0.1,30344962.0,4.3,1300,4.2,False,False,68,2063457416.0
2022-01-30,P0093,Oppo Reno11 Đen 256GB,S003,Tiki,Điện thoại,25214524.0,0.25,18910893.0,4.2,1458,4.6,False,False,49,926633757.0
2022-01-30,P0156,Loa Bluetooth JBL Charge 5,S003,TiktokShop,Phụ kiện,2836002.0,0.23,2183722.0,3.7,2990,4.7,False,False,522,1139902884.0
2022-01-30,P0017,Lenovo Legion 5i Trắng 256GB,S005,Tiki,Laptop,46514337.0,0.27,33955466.0,4.6,4467,4.2,False,False,38,1290307708.0
2022-01-30,P0045,Lenovo Legion 5i Trắng 512GB,S010,TiktokShop,Laptop,20994150.0,0.05,19944442.0,3.8,4911,5.0,False,False,67,1336277614.0
2022-01-30,P0173,Mainboard Asus ROG Z790,S018,TiktokShop,Linh kiện PC,9881885.0,0.3,6917320.0,5.0,3990,4.4,False,False,269,1860759080.0
2022-01-30,P0022,HP Envy x360 Bạc 256GB,S022,TiktokShop,Laptop,24772011.0,0.3,17340408.0,4.5,3086,5.0,False,False,155,2687763240.0
2022-01-30,P0096,Sạc Anker 65W,S028,TiktokShop,Phụ kiện,5084478.0,0.39,3101532.0,4.1,1826,4.0,False,False,520,1612796640.0
2022-01-30,P0162,Xiaomi Band 8 Pro,S031,Tiki,Thiết bị đeo,2615754.0,0.01,2589596.0,4.9,3954,4.1,False,False,78,201988488.0
2022-01-30,P0024,Oppo Reno11 Trắng 128GB,S036,Lazada,Điện thoại,27762165.0,0.23,21376867.0,4.5,2077,4.2,False,False,67,1432250089.0
2022-01-30,P0120,HP Envy x360 Xanh 1TB,S042,Tiki,Laptop,43251166.0,0.27,31573351.0,3.8,2122,4.8,False,False,40,1262934040.0
2022-01-30,P0100,Lenovo Legion 5i Đen 256GB,S049,Shopee,Laptop,39553003.0,0.0,39553003.0,4.6,497,5.0,False,False,72,2847816216.0
2022-01-30,P0104,Loa Bluetooth JBL Charge 5,S050,Lazada,Phụ kiện,3907178.0,0.24,2969455.0,5.0,1601,4.1,False,False,409,1214507095.0
2022-01-31,P0141,Samsung Galaxy Watch 6,S002,Tiki,Thiết bị đeo,6114061.0,0.18,5013530.0,4.1,2142,4.3,False,False,95,476285350.0
2022-01-31,P0181,Xiaomi Band 8 Pro,S003,Lazada,Thiết bị đeo,12013160.0,0.39,7328028.0,4.4,1571,4.5,False,False,270,1978567560.0
2022-01-31,P0031,Kính thực tế ảo Meta Quest 3,S006,Tiki,Thiết bị đeo,5103197.0,0.23,3929462.0,4.8,1039,4.6,False,False,164,644431768.0
2022-01-31,P0165,VGA RTX 4070 Super,S007,Shopee,Linh kiện PC,8399128.0,0.22,6551320.0,5.0,4890,4.5,False,False,178,1166134960.0
2022-01-31,P0032,RAM Corsair 32GB DDR5,S008,Shopee,Linh kiện PC,2378988.0,0.12,2093509.0,4.0,3170,4.4,False,False,120,251221080.0
2022-01-31,P0104,Loa Bluetooth JBL Charge 5,S008,Lazada,Phụ kiện,4036307.0,0.16,3390498.0,4.6,3968,4.9,False,False,610,2068203780.0
2022-01-31,P0018,Bàn phím Keychron Q1,S011,TiktokShop,Phụ kiện,844513.0,0.24,641830.0,5.0,2916,4.4,False,False,964,618724120.0
2022-01-31,P0198,Kính thực tế ảo Meta Quest 3,S016,Lazada,Thiết bị đeo,10074271.0,0.23,7757189.0,4.7,805,4.2,False,False,139,1078249271.0
2022-01-31,P0031,Kính thực tế ảo Meta Quest 3,S025,Lazada,Thiết bị đeo,4761455.0,0.37,2999717.0,3.9,3007,4.2,False,False,154,461956418.0
2022-01-31,P0060,Pixel 8 Pro Đen 1TB,S025,Tiki,Điện thoại,30928742.0,0.39,18866533.0,3.6,27,4.9,False,False,42,792394386.0
2022-01-31,P0129,Xiaomi 14 Bạc 1TB,S025,Lazada,Điện thoại,32529475.0,0.11,28951233.0,4.1,3586,4.5,False,False,61,1766025213.0
2022-01-31,P0034,Pixel 8 Pro Xanh 1TB,S026,TiktokShop,Điện thoại,16374909.0,0.26,12117433.0,4.2,31,4.0,False,False,67,811868011.0
2022-01-31,P0102,MacBook Pro 14 M3 Đen 512GB,S031,Tiki,Laptop,25584976.0,0.32,17397784.0,4.3,1963,4.8,False,False,56,974275904.0
2022-01-31,P0100,Lenovo Legion 5i Đen 256GB,S033,Tiki,Laptop,38618862.0,0.18,31667467.0,4.2,2569,4.1,False,False,31,981691477.0
2022-01-31,P0076,Loa Bluetooth JBL Charge 5,S035,Shopee,Phụ kiện,5846981.0,0.18,4794524.0,4.4,3302,4.5,False,False,495,2373289380.0
2022-01-31,P0101,Pixel 8 Pro Đen 512GB,S035,TiktokShop,Điện thoại,16272556.0,0.29,11553515.0,4.4,2872,4.6,False,False,156,1802348340.0
2022-01-31,P0090,Bàn phím Keychron Q1,S036,TiktokShop,Phụ kiện,6162214.0,0.23,4744905.0,4.1,2352,4.1,False,False,417,1978625385.0
2022-01-31,P0076,Loa Bluetooth JBL Charge 5,S041,Lazada,Phụ kiện,5942422.0,0.01,5882998.0,4.2,4683,4.4,False,False,285,1676654430.0
2022-01-31,P0044,RAM Corsair 32GB DDR5,S042,Tiki,Linh kiện PC,2523419.0,0.38,1564520.0,4.6,1373,4.7,False,False,109,170532680.0
2022-01-31,P0138,Dell XPS 13 Xanh 256GB,S042,Tiki,Laptop,44343630.0,0.06,41683012.0,4.7,521,4.2,False,False,28,1167124336.0
2022-01-31,P0054,Loa Bluetooth JBL Charge 5,S043,Tiki,Phụ kiện,1391764.0,0.02,1363929.0,3.8,516,4.3,False,False,128,174582912.0
2022-01-31,P0085,Pixel 8 Pro Trắng 1TB,S044,Lazada,Điện thoại,18465929.0,0.27,13480128.0,3.7,1644,4.9,False,False,79,1064930112.0
2022-01-31,P0134,Samsung Galaxy Watch 6,S049,Shopee,Thiết bị đeo,11613272.0,0.22,9058352.0,4.7,1340,4.3,False,False,221,2001895792.0
2022-01-31,P0105,SSD Samsung 990 Pro 2TB,S050,Tiki,Linh kiện PC,2382157.0,0.11,2120120.0,4.3,2821,4.5,False,False,49,103885880.0
2022-02-01,P0028,Dell XPS 13 Bạc 256GB,S011,Tiki,Laptop,32159720.0,0.18,26370970.0,4.6,1397,4.1,True,False,151,3982016470.0
2022-02-01,P0191,Loa Bluetooth JBL Charge 5,S021,TiktokShop,Phụ kiện,4931986.0,0.31,3403070.0,4.0,2533,4.5,True,False,2606,8868400420.0
2022-02-01,P0030,iPhone 15 Pro Xanh 1TB,S027,Tiki,Điện thoại,23062295.0,0.35,14990492.0,4.9,57,4.0,True,False,229,3432822668.0
2022-02-01,P0193,Tai nghe Sony WF-1000XM5,S037,TiktokShop,Phụ kiện,929217.0,0.37,585407.0,3.6,279,4.1,True,False,1606,940163642.0
2022-02-01,P0163,Sạc Anker 65W,S040,TiktokShop,Phụ kiện,2512133.0,0.01,2487012.0,4.1,2279,4.8,True,False,2002,4978998024.0
2022-02-02,P0127,Mainboard Asus ROG Z790,S007,Tiki,Linh kiện PC,13865857.0,0.1,12479271.0,4.6,425,4.9,False,False,86,1073217306.0
2022-02-02,P0065,Samsung Galaxy Watch 6,S008,Shopee,Thiết bị đeo,11381493.0,0.24,8649935.0,4.2,4590,4.5,False,False,229,1980835115.0
2022-02-02,P0125,Garmin Fenix 7,S019,TiktokShop,Thiết bị đeo,1964987.0,0.39,1198642.0,4.9,1871,4.2,False,False,341,408736922.0
2022-02-02,P0098,iPhone 15 Pro Bạc 512GB,S020,Tiki,Điện thoại,22085555.0,0.16,18551866.0,3.6,308,4.3,False,False,24,445244784.0
2022-02-02,P0134,Samsung Galaxy Watch 6,S023,Tiki,Thiết bị đeo,11125555.0,0.05,10569277.0,4.0,996,4.7,False,False,103,1088635531.0
2022-02-02,P0017,Lenovo Legion 5i Trắng 256GB,S027,TiktokShop,Laptop,47889051.0,0.03,46452379.0,4.9,2751,4.4,False,False,89,4134261731.0
2022-02-02,P0020,Chuột Logitech MX Master 3S,S030,Tiki,Phụ kiện,3986357.0,0.12,3507994.0,4.2,2350,4.2,False,False,180,631438920.0
2022-02-02,P0026,Samsung Galaxy Watch 6,S034,TiktokShop,Thiết bị đeo,10451530.0,0.3,7316071.0,4.0,762,4.3,False,False,228,1668064188.0
2022-02-02,P0116,Loa Bluetooth JBL Charge 5,S040,Lazada,Phụ kiện,5270776.0,0.11,4690991.0,4.6,2491,4.2,False,False,341,1599627931.0
2022-02-02,P0194,Asus ROG Zephyrus G16 Xanh 128GB,S046,Shopee,Laptop,41780598.0,0.17,34677896.0,3.7,1085,4.4,False,False,49,1699216904.0
2022-02-02,P0038,RAM Corsair 32GB DDR5,S047,TiktokShop,Linh kiện PC,9732493.0,0.23,7494020.0,4.0,554,4.7,False,False,143,1071644860.0
2022-02-02,P0073,Mainboard Asus ROG Z790,S050,TiktokShop,Linh kiện PC,13074055.0,0.16,10982206.0,4.6,1349,4.1,False,False,142,1559473252.0
2022-02-03,P0183,Xiaomi 14 Đen 512GB,S002,TiktokShop,Điện thoại,25507157.0,0.35,16579652.0,4.9,4763,4.9,False,False,208,3448567616.0
2022-02-03,P0036,Chuột Logitech MX Master 3S,S003,Lazada,Phụ kiện,2764075.0,0.3,1934852.0,4.9,3542,4.3,False,False,449,868748548.0
2022-02-03,P0027,Xiaomi 14 Xanh 128GB,S021,Shopee,Điện thoại,27408677.0,0.05,26038243.0,4.4,1151,4.8,False,False,92,2395518356.0
2022-02-03,P0182,Asus ROG Zephyrus G16 Xanh 128GB,S026,TiktokShop,Laptop,44863377.0,0.24,34096167.0,4.9,30,4.8,False,False,114,3886963038.0
2022-02-03,P0094,Dell XPS 13 Bạc 256GB,S027,Lazada,Laptop,40093734.0,0.13,34881549.0,4.8,3531,4.5,False,False,77,2685879273.0
2022-02-03,P0190,Lenovo Legion 5i Trắng 256GB,S034,Lazada,Laptop,38220974.0,0.36,24461423.0,4.5,1906,4.3,False,False,68,1663376764.0
2022-02-03,P0005,MacBook Pro 14 M3 Trắng 128GB,S037,Lazada,Laptop,22344656.0,0.12,19663297.0,4.4,4266,4.2,False,False,51,1002828147.0
2022-02-03,P0157,Apple Watch Ultra 2,S040,Shopee,Thiết bị đeo,2978390.0,0.09,2710335.0,4.5,3637,4.7,False,False,276,748052460.0
2022-02-03,P0105,SSD Samsung 990 Pro 2TB,S041,Lazada,Linh kiện PC,2319208.0,0.25,1739406.0,3.9,4145,4.8,False,False,116,201771096.0
2022-02-03,P0046,Mainboard Asus ROG Z790,S045,Tiki,Linh kiện PC,7876709.0,0.09,7167805.0,4.2,4145,4.8,False,False,66,473075130.0
2022-02-03,P0143,CPU Intel Core i7-14700K,S045,Lazada,Linh kiện PC,4162930.0,0.19,3371973.0,3.6,510,4.3,False,False,61,205690353.0
2022-02-03,P0005,MacBook Pro 14 M3 Trắng 128GB,S048,TiktokShop,Laptop,21985118.0,0.04,21105713.0,5.0,1992,4.1,False,False,66,1392977058.0
2022-02-04,P0199,Apple Watch Ultra 2,S002,TiktokShop,Thiết bị đeo,16979535.0,0.19,13753423.0,3.7,2778,4.6,False,False,165,2269314795.0
2022-02-04,P0043,RAM Corsair 32GB DDR5,S007,Tiki,Linh kiện PC,1105549.0,0.36,707551.0,4.2,837,4.0,False,False,58,41037958.0
2022-02-04,P0002,HP Envy x360 Xanh 128GB,S011,TiktokShop,Laptop,34448545.0,0.31,23769496.0,4.3,2495,4.4,False,False,103,2448258088.0
2022-02-04,P0064,Xiaomi Band 8 Pro,S012,Tiki,Thiết bị đeo,12406712.0,0.26,9180967.0,4.0,1257,4.9,False,False,175,1606669225.0
2022-02-04,P0027,Xiaomi 14 Xanh 128GB,S016,Tiki,Điện thoại,27325229.0,0.08,25139211.0,4.4,4403,4.2,False,False,40,1005568440.0
2022-02-04,P0144,VGA RTX 4070 Super,S021,TiktokShop,Linh kiện PC,14831410.0,0.09,13496583.0,4.9,1911,4.4,False,False,179,2415888357.0
2022-02-04,P0109,Pixel 8 Pro Xanh 128GB,S022,Shopee,Điện thoại,28642479.0,0.31,19763311.0,4.6,397,4.7,False,False,129,2549467119.0
2022-02-04,P0034,Pixel 8 Pro Xanh 1TB,S025,Shopee,Điện thoại,15402792.0,0.31,10627926.0,4.2,4739,4.2,False,False,79,839606154.0
2022-02-04,P0080,Xiaomi Band 8 Pro,S028,Lazada,Thiết bị đeo,11011413.0,0.13,9579929.0,3.6,1665,4.4,False,False,120,1149591480.0
2022-02-04,P0138,Dell XPS 13 Xanh 256GB,S029,Tiki,Laptop,46954794.0,0.29,33337904.0,3.6,2786,4.0,False,False,19,633420176.0
2022-02-04,P0043,RAM Corsair 32GB DDR5,S030,Tiki,Linh kiện PC,1107051.0,0.09,1007416.0,3.7,2756,4.5,False,False,48,48355968.0
2022-02-04,P0082,Dell XPS 13 Đen 1TB,S030,Tiki,Laptop,45341538.0,0.22,35366400.0,4.0,2738,5.0,False,False,48,1697587200.0
2022-02-04,P0068,Xiaomi Band 8 Pro,S039,Lazada,Thiết bị đeo,16191026.0,0.3,11333718.0,4.2,3767,4.6,False,False,259,2935432962.0
2022-02-04,P0080,Xiaomi Band 8 Pro,S039,Shopee,Thiết bị đeo,10583286.0,0.09,9630790.0,3.6,3547,4.2,False,False,105,1011232950.0
2022-02-04,P0091,iPhone 15 Pro Đen 128GB,S040,TiktokShop,Điện thoại,28004983.0,0.1,25204485.0,4.7,1576,4.7,False,False,136,3427809960.0
2022-02-04,P0175,Mainboard Asus ROG Z790,S049,Tiki,Linh kiện PC,9041589.0,0.22,7052439.0,3.9,3205,4.6,False,False,62,437251218.0
2022-02-05,P0058,Lenovo Legion 5i Bạc 512GB,S015,Tiki,Laptop,32155559.0,0.11,28618448.0,3.7,81,4.7,False,False,24,686842752.0
2022-02-05,P0081,Tai nghe Sony WF-1000XM5,S018,Lazada,Phụ kiện,2352891.0,0.3,1647024.0,3.8,4007,4.8,False,False,365,601163760.0
2022-02-05,P0015,Garmin Fenix 7,S020,Shopee,Thiết bị đeo,11058462.0,0.3,7740923.0,4.4,659,4.4,False,False,283,2190681209.0
2022-02-05,P0081,Tai nghe Sony WF-1000XM5,S022,TiktokShop,Phụ kiện,2314765.0,0.0,2314765.0,4.5,874,4.7,False,False,579,1340248935.0
2022-02-05,P0112,HP Envy x360 Đen 512GB,S022,Tiki,Laptop,34869021.0,0.37,21967483.0,3.8,4297,4.3,False,False,34,746894422.0
2022-02-05,P0099,Sạc Anker 65W,S033,TiktokShop,Phụ kiện,2052036.0,0.02,2010995.0,4.4,3669,4.2,False,False,365,734013175.0
2022-02-05,P0162,Xiaomi Band 8 Pro,S034,Tiki,Thiết bị đeo,2647896.0,0.19,2144796.0,5.0,1596,4.9,False,False,203,435393588.0
2022-02-05,P0128,Asus ROG Zephyrus G16 Đen 1TB,S041,Shopee,Laptop,30432998.0,0.24,23129078.0,3.8,874,4.1,False,False,37,855775886.0
2022-02-05,P0067,VGA RTX 4070 Super,S046,Tiki,Linh kiện PC,4108890.0,0.31,2835134.0,4.8,2683,4.9,False,False,156,442280904.0
2022-02-05,P0094,Dell XPS 13 Bạc 256GB,S046,Tiki,Laptop,42968188.0,0.05,40819779.0,4.7,3334,4.2,False,False,27,1102134033.0
2022-02-06,P0183,Xiaomi 14 Đen 512GB,S002,Tiki,Điện thoại,26201323.0,0.34,17292873.0,4.7,2506,4.5,False,False,72,1245086856.0
2022-02-06,P0007,MacBook Pro 14 M3 Trắng 1TB,S005,Tiki,Laptop,38986036.0,0.08,35867153.0,3.8,3694,4.4,False,False,26,932545978.0
2022-02-06,P0155,Xiaomi 14 Trắng 512GB,S007,Lazada,Điện thoại,27316453.0,0.07,25404301.0,3.7,4843,4.0,False,False,24,609703224.0
2022-02-06,P0163,Sạc Anker 65W,S011,Lazada,Phụ kiện,2327614.0,0.15,1978472.0,4.2,2386,4.6,False,False,332,656852704.0
2022-02-06,P0088,VGA RTX 4070 Super,S015,Tiki,Linh kiện PC,14530126.0,0.29,10316389.0,4.4,250,4.1,False,False,53,546768617.0
2022-02-06,P0130,Pixel 8 Pro Đen 1TB,S015,Shopee,Điện thoại,18152313.0,0.26,13432712.0,4.0,477,4.6,False,False,72,967155264.0
2022-02-06,P0128,Asus ROG Zephyrus G16 Đen 1TB,S032,Shopee,Laptop,28815031.0,0.34,19017920.0,4.2,102,4.6,False,False,83,1578487360.0
2022-02-06,P0047,Asus ROG Zephyrus G16 Trắng 128GB,S036,TiktokShop,Laptop,35770078.0,0.31,24681354.0,4.0,1163,4.8,False,False,110,2714948940.0
2022-02-06,P0090,Bàn phím Keychron Q1,S039,Tiki,Phụ kiện,6187190.0,0.14,5320983.0,4.2,1414,4.7,False,False,256,1362171648.0
2022-02-06,P0180,VGA RTX 4070 Super,S041,Shopee,Linh kiện PC,12576116.0,0.0,12576116.0,3.7,2894,4.8,False,False,105,1320492180.0
2022-02-07,P0067,VGA RTX 4070 Super,S001,TiktokShop,Linh kiện PC,3985292.0,0.27,2909263.0,4.9,1124,4.0,False,False,135,392750505.0
